emp_no,emp_title_id,birth_date,first_name,last_name,sex,hire_date
273173,s0002,11/2/1955,Maha,Farris,F,1/24/1986
236385,s0002,10/18/1954,Przemyslawa,Marciano,F,1/24/1986
410775,s0001,2/7/1952,Luerbio,Thebaut,M,1/24/1986
73173,e0002,3/8/1956,Sanjoy,Cronan,M,1/24/1986
448498,e0003,11/21/1953,Ishfaq,Joslin,M,1/24/1986
84442,e0003,5/28/1961,Martien,Schlegelmilch,M,1/24/1986
237025,s0001,11/16/1958,Mingsen,Lemarechal,M,1/24/1986
37512,e0003,1/24/1958,Jiann,Hammerschmidt,F,1/24/1986
97607,s0001,9/5/1954,Jinya,Birsak,F,1/24/1986
256905,e0003,10/19/1958,Taiji,Kalloufi,M,1/24/1986
74442,s0001,7/6/1962,Stein,Heuser,M,1/24/1986
278083,e0003,12/12/1955,Georg,Pollock,M,1/24/1986
28933,s0001,4/9/1954,Alain,Bernick,M,1/24/1986
101421,s0001,9/24/1964,Fay,Marciano,M,1/24/1986
257742,s0002,4/19/1964,Tomofumi,Hofstetter,M,1/24/1986
494575,e0002,9/21/1955,Kamran,Bresenham,M,1/24/1986
21750,e0003,9/9/1954,Padma,Shumilov,M,1/24/1986
485948,s0001,10/2/1953,Idoia,Borstler,M,1/24/1986
51548,e0003,2/21/1954,Freyja,Rahimi,M,1/24/1986
282743,s0001,10/8/1954,Becky,Paludetto,M,1/24/1986
264019,s0002,11/23/1955,Ulises,Barreiro,F,1/24/1986
51108,e0002,10/1/1959,Valeri,Carrera,F,1/24/1986
79926,e0002,8/26/1954,Jiann,Cusworth,F,1/24/1986
436484,s0001,8/27/1954,Florina,Dehkordi,M,1/24/1986
94179,e0003,8/27/1964,Dayanand,Bade,F,1/24/1986
33648,e0003,5/30/1953,Giri,Denos,M,1/24/1986
459816,e0002,12/19/1964,Mong,Steenbeek,M,1/24/1986
87945,e0003,1/15/1958,Premsyl,Makrucki,M,1/24/1986
421026,e0003,9/29/1963,Georgy,Tyugu,M,1/24/1986
436590,e0002,6/24/1961,Paloma,Brookner,F,1/24/1986
400144,e0004,9/3/1964,Jouni,Herber,F,1/24/1986
105925,e0003,9/21/1961,Insup,Szilard,M,1/24/1986
453357,s0001,4/5/1964,Nobuyoshi,Ruemmler,F,1/24/1986
64281,e0003,6/15/1952,Faiza,Rosca,F,1/24/1986
234045,s0001,1/5/1954,Gift,Zschoche,F,1/24/1986
82097,s0001,1/13/1962,Shridhar,Blokdijk,M,1/24/1986
251061,s0002,6/14/1957,Luigi,Bodoff,M,1/24/1986
23278,e0003,11/20/1954,Hein,Morrey,F,1/24/1986
471278,e0002,3/15/1957,Odinaldo,Cannata,F,1/24/1986
456736,s0001,11/24/1955,Anoosh,Pettit,M,1/24/1986
244020,s0001,4/28/1962,Adam,Waymire,F,1/24/1986
463630,e0003,8/8/1954,Lokesh,Poujol,F,1/24/1986
13669,e0001,11/19/1964,Hidde,Peng,M,1/24/1986
247174,e0004,8/15/1957,Mooi,Masada,M,1/24/1986
480945,s0001,4/3/1961,Garnet,Brender,M,1/24/1986
412332,e0002,8/30/1952,Eirik,Basagni,M,1/24/1986
239629,e0003,11/28/1960,Yefim,Pettis,M,1/24/1986
251050,e0003,1/7/1960,Xinyu,Yamaashi,M,1/24/1986
79207,e0003,6/3/1956,Morris,Bahr,M,1/24/1986
248388,e0003,9/17/1960,Marko,Limongiello,F,1/24/1986
53032,e0002,12/2/1963,Yechezkel,Oberman,F,1/24/1986
16111,e0004,11/12/1957,Pantung,Rijckaert,F,1/24/1986
214201,e0001,3/16/1960,Yuguang,Feldhoffer,M,1/24/1986
417399,e0003,8/5/1953,Moto,Pulkowski,F,1/24/1986
231071,e0004,11/4/1959,Marc,Sinitsyn,F,1/24/1986
215836,e0003,12/15/1963,Zhilian,Vuskovic,F,1/24/1986
85525,s0001,1/5/1953,Chenyi,Schlenzig,M,1/24/1986
80822,s0001,12/8/1952,Marsal,Byoun,M,1/24/1986
31344,s0002,7/14/1952,Saddek,Gerteisen,F,1/24/1986
247761,e0003,11/17/1955,Kazunori,Bresenham,F,1/24/1986
54884,s0001,11/30/1953,Lillian,Greenaway,M,1/24/1986
249847,s0001,8/4/1960,Shounak,Rodier,M,1/24/1986
47227,e0003,8/1/1952,Jiafu,Gulla,M,1/24/1986
82852,s0001,12/20/1960,Zhenhua,Cools,F,1/24/1986
41853,e0003,3/14/1961,Luerbio,Mitina,F,1/24/1986
452709,e0003,8/30/1956,Mara,Taubman,M,1/24/1986
248996,s0001,12/27/1954,Basim,Sewelson,F,1/24/1986
46741,e0002,1/8/1957,Shaz,Pollacia,F,1/24/1986
232322,s0001,8/9/1956,Ottavia,Pfau,F,1/24/1986
298685,s0002,3/25/1959,Shaunak,Zlotek,F,1/24/1986
238769,s0001,2/16/1952,Freyja,Ducloy,F,1/24/1986
45413,e0003,6/19/1956,Hongzhu,Wixon,M,1/24/1986
450248,e0002,4/12/1953,Nigel,Zaiane,M,1/24/1986
265915,e0004,6/9/1960,Mohua,McConalogue,M,1/24/1986
29162,e0004,6/23/1956,Saddek,Mayerwieser,F,1/24/1986
417459,e0003,8/14/1963,Xiaoqiang,Wolniewicz,M,1/24/1986
271078,e0003,9/2/1956,Gill,Peltason,M,1/25/1986
98241,e0003,5/26/1952,Felicidad,Kroha,F,1/25/1986
230954,e0001,4/24/1959,Mahmut,Zongker,M,1/25/1986
57538,e0004,2/14/1964,Christophe,Kakkad,F,1/25/1986
44395,e0003,5/22/1953,Mario,Eastman,M,1/25/1986
19502,e0003,2/28/1957,Yongqiao,Tibblin,M,1/25/1986
494138,e0003,11/29/1957,Fun,Cesareni,F,1/25/1986
428817,e0003,11/18/1957,Haldon,Gluchowski,M,1/25/1986
250702,s0001,1/31/1961,Kristen,Murtha,M,1/25/1986
255715,s0001,2/28/1953,Weicheng,Molberg,F,1/25/1986
278816,e0003,4/12/1960,Gonzalo,Bellmore,M,1/25/1986
481335,e0003,4/15/1963,Fun,Bahi,M,1/25/1986
235150,s0001,5/15/1960,Florian,Welham,F,1/25/1986
443754,e0001,10/29/1952,Mansur,Stranks,M,1/25/1986
11318,s0001,9/9/1964,Gopalakrishnan,Unno,F,1/25/1986
431903,s0001,8/12/1957,Shounak,Dulin,M,1/25/1986
54440,s0001,12/6/1957,Tamiya,Sevcikova,F,1/25/1986
16062,s0002,2/26/1963,Jaques,Peak,F,1/25/1986
498952,e0003,2/12/1961,Mang,Plesums,M,1/25/1986
285488,s0001,8/14/1958,Xinglin,Denis,M,1/25/1986
404752,s0001,7/4/1957,Vitaly,Rotem,F,1/25/1986
225198,e0004,8/20/1955,Zhongwei,Plavsic,M,1/25/1986
478134,s0001,12/14/1955,Ayonca,Lunn,M,1/25/1986
252384,e0002,3/7/1959,Ottavia,Wixon,F,1/25/1986
227730,s0002,8/20/1956,Shalesh,Attimonelli,F,1/25/1986
466741,e0003,3/9/1957,Sachin,Collette,F,1/25/1986
418867,s0001,4/16/1961,Akhilish,Salinas,F,1/25/1986
242306,s0001,9/11/1960,Khaled,Radivojevic,M,1/25/1986
28582,e0003,10/9/1957,Arno,Rebaine,F,1/25/1986
92829,e0003,5/28/1955,Nechama,Kalefeld,M,1/25/1986
106706,e0003,9/5/1964,Zongyan,Piazza,M,1/25/1986
258097,s0001,11/27/1955,Sorina,Thombley,F,1/25/1986
287119,s0001,12/13/1954,Zijian,Itschner,M,1/25/1986
410479,s0001,3/2/1952,Aron,Kadhim,M,1/25/1986
415363,s0001,1/19/1965,Conal,Shackell,F,1/25/1986
236528,e0003,8/18/1961,Kwangho,Sichman,M,1/25/1986
289070,s0001,8/10/1957,Leah,Sidje,M,1/25/1986
433999,e0003,11/4/1963,Morrie,Anick,F,1/25/1986
32651,s0001,9/20/1964,Berhard,Claffy,M,1/25/1986
412251,s0002,11/9/1964,Zito,Nannarelli,M,1/25/1986
36663,e0003,3/15/1960,Shridhar,Baalen,F,1/25/1986
299924,s0001,2/5/1953,Xiaoshan,Stemann,M,1/25/1986
480769,s0001,8/22/1961,Laurentiu,Menhoudj,M,1/25/1986
101242,s0001,4/10/1961,Sanjoy,Undy,M,1/25/1986
45457,e0003,2/15/1957,Salvador,Wroclawski,F,1/25/1986
69886,e0003,4/13/1961,Lubomir,Fontan,M,1/25/1986
406565,e0003,10/6/1963,Hidekazu,Lorie,F,1/25/1986
434866,e0003,5/15/1958,Tadahiro,Pauthner,F,1/25/1986
99205,s0001,5/4/1956,Zijian,Chelton,F,1/25/1986
420273,e0001,1/9/1963,Hidefumi,Picco,F,1/25/1986
289585,e0003,9/6/1955,Guther,Pappas,F,1/25/1986
458642,e0003,8/26/1961,Akeno,Dusink,M,1/25/1986
90405,s0001,3/22/1952,Theirry,Muchinsky,F,1/25/1986
91658,s0001,5/30/1959,Toshimi,Vernadat,F,1/25/1986
498870,e0003,6/26/1961,Kazuhiko,Glowinski,F,1/25/1986
277247,s0002,8/29/1962,Christ,Vickson,F,1/25/1986
270538,s0002,1/3/1963,Geoffrey,Cannane,M,1/25/1986
34845,e0003,1/6/1958,Duke,Varman,M,1/25/1986
43509,e0003,9/8/1957,Hidefumi,Rajcani,M,1/25/1986
235928,e0002,10/21/1956,Yunming,Jansch,M,1/25/1986
250913,s0001,12/2/1963,Limsoon,Sluis,M,1/25/1986
74238,s0002,10/8/1958,Sven,Sadowsky,M,1/25/1986
221123,e0003,11/9/1958,Kazuhito,Simmen,F,1/25/1986
416250,s0002,5/4/1959,Marie,Michaels,M,1/25/1986
422724,s0001,4/18/1963,Yuichiro,Asrin,F,1/25/1986
293023,s0001,5/9/1960,Odinaldo,Waymire,M,1/25/1986
293083,s0002,1/26/1960,Gian,Linnainmaa,M,1/25/1986
449040,s0001,11/23/1955,Parke,Irland,F,1/25/1986
452705,e0003,10/6/1952,Takanari,Wursthorn,F,1/25/1986
407512,e0002,1/29/1957,Jaber,Krohm,M,1/25/1986
267083,s0002,3/10/1954,JoAnna,Knightly,F,1/25/1986
48809,e0002,1/17/1955,Masami,Farrow,M,1/25/1986
107383,s0001,8/26/1954,Heon,Pargas,M,1/25/1986
88002,s0001,8/19/1956,Shuji,Suwa,M,1/25/1986
267094,s0001,3/17/1953,Ymte,Kaelbling,F,1/25/1986
250256,e0003,8/29/1959,Mihalis,England,M,1/25/1986
76754,e0003,7/6/1955,Sanjay,Roison,F,1/25/1986
71346,s0001,10/26/1963,Babette,Pollock,M,1/25/1986
70767,e0002,3/23/1952,Hinrich,Gewali,M,1/25/1986
483962,e0003,11/25/1956,Paddy,Auyong,M,1/25/1986
41338,e0003,6/11/1961,Phule,Pelc,F,1/25/1986
244451,e0003,12/30/1953,Sushant,Randt,M,1/25/1986
440809,e0003,2/18/1962,Sariel,Liesche,F,1/25/1986
440712,e0003,4/21/1960,Shridhar,Zeleznik,M,1/25/1986
484002,e0003,11/8/1960,Baruch,Flowers,M,1/25/1986
449975,s0001,9/12/1964,Susumu,Cesareni,M,1/25/1986
210590,e0003,10/5/1955,Uli,Plavsic,M,1/25/1986
73497,s0001,5/21/1955,Sibyl,Huhdanpaa,M,1/25/1986
208823,s0002,12/10/1957,Vugranam,Hainaut,M,1/25/1986
68551,e0002,2/19/1959,Baziley,Beerel,M,1/25/1986
227398,e0004,8/28/1957,Aral,Strooper,F,1/25/1986
100742,s0001,11/29/1964,Apostol,Lieberherr,M,1/25/1986
458653,e0002,8/24/1954,Stabislas,Haddadi,M,1/25/1986
282297,e0003,11/11/1960,Zorica,Tasistro,M,1/25/1986
213568,s0001,12/2/1963,Dinah,Gaughan,M,1/25/1986
427991,e0003,11/14/1960,Kersti,Mapelli,M,1/25/1986
454444,s0001,10/21/1954,Mamdouh,Wynblatt,F,1/25/1986
438206,s0001,7/29/1963,Martina,Feinberg,M,1/25/1986
12624,s0001,10/30/1956,Zhongwei,Zykh,M,1/25/1986
210331,s0001,11/23/1963,Shin,Swift,F,1/25/1986
454160,s0001,2/5/1956,Niclas,Dalphin,M,1/25/1986
455974,s0002,9/11/1964,Sasan,Leonhardt,F,1/25/1986
421050,e0003,9/12/1955,Zita,Olivero,M,1/25/1986
20022,e0002,9/26/1952,Felicidad,Bellone,M,1/26/1986
466508,e0003,9/11/1961,Marc,Binding,M,1/26/1986
296053,e0003,7/10/1955,Karoline,Broomell,M,1/26/1986
496641,e0004,2/13/1955,Rayond,Meriste,M,1/26/1986
53864,s0002,10/1/1959,Henk,Castellani,F,1/26/1986
256425,s0001,12/9/1958,Sungwon,Fadgyas,M,1/26/1986
57792,e0003,12/6/1961,Zongyan,Demos,F,1/26/1986
270126,e0003,4/13/1959,Abdelwaheb,Randt,M,1/26/1986
405590,e0003,9/26/1964,Augustine,Mitzlaff,M,1/26/1986
21110,s0001,7/1/1954,Shaowei,Solares,M,1/26/1986
459154,e0003,6/14/1955,Odoardo,Garigliano,M,1/26/1986
287388,s0001,5/21/1955,Zongyan,Mahnke,M,1/26/1986
256294,e0003,10/14/1960,Marek,Cusworth,F,1/26/1986
267452,e0003,1/23/1955,Hitofumi,Goldhammer,M,1/26/1986
40926,e0003,12/14/1962,Wilmer,Ritcey,F,1/26/1986
224855,e0003,6/16/1959,Luise,Sanella,M,1/26/1986
432056,e0003,2/7/1955,Jouko,Spinelli,M,1/26/1986
480256,e0002,10/21/1958,Radoslaw,Herber,F,1/26/1986
400316,e0003,4/13/1964,Freyja,Dratva,M,1/26/1986
270942,e0003,8/9/1961,Bader,Perl,F,1/26/1986
55251,e0003,1/21/1960,Guadalupe,Harbusch,F,1/26/1986
12937,s0001,3/17/1953,Arup,Cincotta,M,1/26/1986
25045,e0003,7/28/1957,Mooi,Thimonier,F,1/26/1986
431844,e0003,9/1/1959,Hatem,Lenart,M,1/26/1986
478114,s0001,7/11/1952,Paloma,Dratva,M,1/26/1986
459673,e0001,4/7/1953,Tiina,Qiwen,M,1/26/1986
20253,e0002,11/14/1958,Shih,Bach,M,1/26/1986
212880,e0002,4/15/1954,Sreekrishna,Hofting,M,1/26/1986
278218,e0003,1/24/1963,Shaz,Baezner,M,1/26/1986
226638,e0003,11/19/1964,Rosalie,Ibel,F,1/26/1986
290816,s0001,3/30/1955,Sachem,Cochrane,F,1/26/1986
258024,s0001,5/28/1964,Mark,Strooper,M,1/26/1986
274034,e0003,6/18/1958,Sanjai,Ciolek,F,1/26/1986
74025,e0003,10/17/1954,Paloma,Figueira,M,1/26/1986
47301,e0003,1/5/1961,Berthier,Mansanne,M,1/26/1986
241119,e0001,7/22/1956,Susuma,Vanwelkenhuysen,M,1/26/1986
108035,e0003,12/13/1962,Muneo,Broomell,M,1/26/1986
247158,s0001,1/17/1959,Eran,Prampolini,M,1/26/1986
55725,s0001,4/14/1962,Harjit,Gils,F,1/26/1986
269187,s0002,12/27/1962,Claudi,Peot,F,1/26/1986
442943,e0003,12/9/1960,Bluma,Syang,M,1/26/1986
33378,s0001,11/16/1961,Xiadong,Luke,F,1/26/1986
209945,e0002,1/27/1965,Roded,Veevers,M,1/26/1986
440951,e0003,10/10/1958,Franziska,Chiodo,F,1/26/1986
45353,e0003,2/4/1963,Ghassan,Ferretti,M,1/26/1986
52063,e0003,8/23/1953,Ferdinand,Lunt,M,1/26/1986
82240,e0003,2/28/1959,Herb,Kakkar,M,1/26/1986
62206,e0003,8/21/1957,Pranjal,Chelton,F,1/26/1986
93802,e0003,6/29/1963,Aimee,Gente,M,1/26/1986
491614,s0001,9/27/1964,Chirstian,Marzano,M,1/26/1986
62443,e0003,8/15/1954,Conrado,Pluym,M,1/26/1986
204269,s0001,10/22/1960,Chrisa,Ghazalie,F,1/26/1986
104630,e0003,4/12/1960,Sanjiv,Lagarias,M,1/26/1986
223975,e0003,8/17/1955,Yongmin,Kusakabe,M,1/26/1986
232690,s0001,2/22/1952,Mikhail,Ranon,F,1/26/1986
79136,e0003,4/1/1956,Marin,Bardell,F,1/26/1986
487590,s0001,7/13/1964,Shakhar,Vecchi,M,1/26/1986
496473,e0003,3/25/1959,Gian,Oberman,M,1/26/1986
257680,e0004,1/10/1962,Haldon,Nergos,F,1/26/1986
90456,s0001,3/30/1957,Jamaludin,Masamoto,M,1/26/1986
27148,e0003,7/10/1964,Ferdinand,Randt,M,1/26/1986
215008,e0003,9/10/1953,Mechthild,Alpin,M,1/26/1986
201207,e0003,7/23/1962,Arie,Cronan,F,1/26/1986
211695,e0003,2/10/1961,Sachar,Molberg,M,1/26/1986
213811,s0002,11/30/1959,Kolar,Piveteau,M,1/26/1986
461633,e0003,12/25/1957,Jongsuk,Plump,M,1/26/1986
230508,e0002,1/28/1962,Herb,Schrift,F,1/26/1986
405376,s0001,10/28/1962,Adil,Strandh,M,1/26/1986
86052,s0001,11/20/1954,Hidekazu,Badache,M,1/26/1986
472130,e0003,6/24/1953,Leucio,Biran,M,1/26/1986
15544,s0001,8/9/1960,Wilmer,Molenkamp,F,1/26/1986
449498,s0002,2/25/1961,Tua,Czap,M,1/26/1986
246376,e0003,6/3/1956,Mary,Pollock,F,1/26/1986
279510,s0001,2/2/1952,Makato,Munck,F,1/26/1986
270157,s0001,2/2/1961,Kazuyasu,Smailagic,M,1/26/1986
276344,e0001,1/20/1953,Mana,Vieri,M,1/26/1986
452729,e0003,5/16/1958,Takushi,Khalil,F,1/26/1986
20846,s0001,12/13/1957,Aamod,Murtagh,M,1/26/1986
51873,e0003,6/4/1958,Sampalli,Straney,F,1/26/1986
231339,e0003,6/28/1953,Bogdan,Skrikant,F,1/26/1986
57625,s0001,7/23/1956,DAIDA,Mikschl,F,1/26/1986
227682,s0001,11/27/1959,Kauko,Frezza,F,1/26/1986
400100,s0001,1/21/1964,Gilbert,Callaway,F,1/26/1986
220452,e0002,3/8/1959,Maya,Docker,M,1/26/1986
105974,e0002,3/11/1961,Nectarios,Marchegay,M,1/26/1986
108185,s0001,10/9/1958,Uri,Schaar,F,1/26/1986
272766,e0003,10/23/1953,Bodh,Kilgore,M,1/26/1986
484191,e0002,8/11/1955,Mani,Gente,M,1/26/1986
72319,e0003,3/24/1960,Armond,Leijenhorst,F,1/26/1986
203761,e0003,4/15/1963,Uinam,Eppinger,M,1/26/1986
479874,e0003,7/4/1958,Mantis,Vidal,F,1/26/1986
431473,e0003,6/17/1963,Reinhard,Hertweck,F,1/26/1986
50285,s0002,5/3/1955,Utz,Bernardeschi,M,1/26/1986
426778,s0001,3/24/1958,Zongyan,Yemenis,F,1/26/1986
212459,e0002,11/7/1964,Zorica,Theuretzbacher,M,1/26/1986
403356,s0001,9/10/1964,Karsten,Muniz,F,1/26/1986
241962,e0003,10/2/1963,Monique,Kakkad,M,1/26/1986
261181,s0001,10/6/1961,Sajjan,Tasistro,M,1/27/1986
54063,e0002,4/18/1953,Bedrich,Perna,F,1/27/1986
236218,s0001,11/25/1964,Yannik,Cmelik,M,1/27/1986
109898,e0003,10/2/1955,Armond,Cardazo,M,1/27/1986
435806,e0004,8/21/1952,Moie,Ventosa,M,1/27/1986
433167,s0001,2/9/1961,Peer,Manderick,M,1/27/1986
424379,s0001,1/2/1953,Menkae,Murtagh,F,1/27/1986
89565,e0001,8/20/1964,Vishwani,Fontan,M,1/27/1986
26715,e0002,8/20/1953,Dhritiman,Baby,M,1/27/1986
437745,s0001,3/23/1956,Mahendra,Gurbaxani,F,1/27/1986
227817,e0003,12/29/1961,Halsur,Cusworth,M,1/27/1986
10979,e0003,9/11/1959,Elrique,Raney,F,1/27/1986
285595,s0001,1/23/1956,Giao,Hammerschmidt,M,1/27/1986
294049,e0003,4/21/1959,Sergi,Muhling,M,1/27/1986
283959,e0003,8/1/1952,Heather,Comyn,M,1/27/1986
240753,e0003,8/13/1956,Poorav,Keustermans,M,1/27/1986
429941,s0001,11/25/1958,Shaowei,Manderick,F,1/27/1986
497522,e0002,9/5/1959,Basim,Koshino,M,1/27/1986
429431,e0002,11/30/1954,Huiqun,Reutenauer,M,1/27/1986
484319,e0003,1/18/1953,Younwoo,Siprelle,M,1/27/1986
488203,s0001,10/23/1958,Erzsebet,Bazelow,M,1/27/1986
479092,e0003,5/11/1956,Leif,Collavizza,M,1/27/1986
256113,e0003,8/9/1954,Snehasis,Vecchio,M,1/27/1986
209994,e0003,9/17/1957,Weiyi,Ramaiah,F,1/27/1986
20078,s0002,11/23/1960,Ziya,Frezza,F,1/27/1986
43564,e0003,8/4/1956,Eldridge,Champarnaud,M,1/27/1986
217556,e0002,5/9/1956,Vishwani,Osgood,M,1/27/1986
204358,s0002,5/21/1956,Youngkon,Matzel,F,1/27/1986
65042,s0001,10/21/1956,Shan,Detkin,M,1/27/1986
403700,s0002,8/14/1954,Cedric,Picco,M,1/27/1986
417559,e0003,11/18/1962,Boaz,Minakawa,M,1/27/1986
230481,e0003,6/29/1954,Khaled,Rathonyi,M,1/27/1986
91739,s0001,3/22/1957,Houman,Peternell,M,1/27/1986
229945,e0002,12/15/1964,Kazuhisa,Kamber,M,1/27/1986
450049,e0003,7/27/1961,Nitsan,Chvatal,F,1/27/1986
457958,s0001,8/23/1959,Tsvetan,Rouquie,F,1/27/1986
18661,e0003,9/23/1961,Shaw,Ghemri,F,1/27/1986
241684,s0001,5/4/1955,Morrie,Speek,F,1/27/1986
106016,e0002,4/28/1955,Mahmut,McClurg,F,1/27/1986
20722,s0001,11/4/1964,Leandro,Anandan,F,1/27/1986
272269,e0003,2/5/1955,Jaewoo,Zhang,F,1/27/1986
275277,s0001,12/9/1958,Poornachandra,Melichar,F,1/27/1986
10152,e0002,12/1/1954,Jaques,Munro,F,1/27/1986
73192,e0002,7/21/1964,Ashish,Rusmann,F,1/27/1986
214991,e0003,12/8/1959,Selwyn,Unno,M,1/27/1986
73651,e0003,5/5/1963,Naftali,Pettis,M,1/27/1986
431491,s0001,8/11/1958,Cristinel,Szilard,F,1/27/1986
448994,s0001,1/12/1965,Haldun,Syang,M,1/27/1986
484568,s0001,6/12/1953,Alexius,Bahr,F,1/27/1986
56349,e0003,12/1/1964,Honesty,Sethi,M,1/27/1986
465932,s0001,8/6/1953,Mori,Stifter,M,1/27/1986
49215,s0001,11/19/1956,Tomofumi,Brandsma,M,1/27/1986
83725,e0003,10/9/1954,Abdulah,Asmuth,F,1/27/1986
92300,e0003,1/10/1956,Poorav,Parhami,M,1/27/1986
496529,e0003,4/20/1958,Chuanti,Wissmann,F,1/27/1986
87790,e0003,6/7/1957,Wayne,Sudbeck,F,1/27/1986
82634,e0004,5/27/1953,Volkmar,Plesums,M,1/27/1986
46523,s0001,4/3/1962,Ramya,Wynblatt,F,1/27/1986
279963,e0003,12/18/1961,Eirik,Ligten,M,1/27/1986
238749,e0003,8/6/1955,Cordelia,Hebert,M,1/27/1986
479546,e0004,5/10/1958,Toong,Shinomoto,F,1/27/1986
71957,s0002,7/23/1959,Radhakrishnan,Zongker,M,1/27/1986
66828,e0002,12/9/1954,Frederique,Narahara,M,1/27/1986
39282,s0001,9/29/1959,Paddy,Godskesen,M,1/27/1986
450323,s0002,8/26/1961,Mahendra,Bernardeschi,F,1/27/1986
246931,e0004,9/23/1957,Mayumi,Matzov,M,1/27/1986
273434,s0001,5/28/1957,Guoxiang,Iisaku,F,1/27/1986
217201,s0001,3/26/1952,Serif,Papadias,M,1/27/1986
288062,s0001,4/1/1956,Samphel,Miake,F,1/27/1986
214254,s0001,2/5/1960,Heeju,Navazio,F,1/27/1986
227238,e0002,1/14/1964,Shuji,Nicolson,M,1/27/1986
246706,e0003,8/30/1958,Nahum,Vadhan,F,1/27/1986
268515,s0001,11/12/1961,Yishay,Maksimenko,F,1/27/1986
414430,e0003,6/11/1963,Kazuhiko,Ferretti,F,1/27/1986
205553,s0001,7/5/1952,LiMin,Jeansoulin,M,1/27/1986
298241,e0002,11/17/1952,Mohd,Wendorf,F,1/27/1986
220862,e0004,9/15/1958,Zhilian,Goodrum,M,1/27/1986
272363,s0001,2/17/1964,Hein,Hainaut,M,1/27/1986
452124,s0001,9/15/1958,Badri,Beausoleil,M,1/27/1986
229184,s0001,9/2/1963,Goo,Shimshoni,F,1/27/1986
428617,s0002,9/2/1957,Haldon,Stassinopoulos,M,1/27/1986
266923,e0003,4/30/1956,Alair,Uehara,F,1/27/1986
72024,e0003,7/9/1954,Takahiro,Wolniewicz,M,1/27/1986
274323,e0003,12/1/1962,Masato,Feinberg,F,1/27/1986
485772,e0003,11/7/1953,Gio,Spieker,F,1/27/1986
445610,s0002,11/22/1958,Emdad,Bratsberg,M,1/27/1986
206552,s0001,5/24/1961,Deniz,Garnier,M,1/27/1986
492305,e0003,7/10/1956,Jiakeng,Ohori,M,1/27/1986
265327,e0002,3/27/1952,Sahrah,Journel,F,1/27/1986
404232,e0003,4/29/1959,Younwoo,Isard,F,1/27/1986
435992,e0003,7/27/1954,Kish,Herber,F,1/27/1986
449962,s0001,4/19/1955,Marsal,Heystek,F,1/27/1986
100415,s0001,9/6/1958,Gurbir,Petersohn,F,1/27/1986
490782,e0002,2/3/1961,Tsvetan,Muhlberg,M,1/27/1986
486101,e0003,5/10/1955,Gita,Stifter,M,1/27/1986
467641,s0001,1/8/1956,Masadi,Engberts,F,1/27/1986
455159,s0002,3/21/1955,Demin,Benantar,M,1/27/1986
260613,s0001,2/14/1962,Stevo,Marletta,F,1/27/1986
288176,e0003,1/10/1957,Thanasis,Pauthner,F,1/27/1986
22332,s0001,8/8/1953,Rosine,Hebden,F,1/27/1986
275666,e0002,2/19/1957,Kensyu,Riexinger,F,1/27/1986
286014,s0002,1/25/1959,Hongzue,Gecseg,M,1/27/1986
230146,s0001,2/3/1957,Conal,Saoudi,M,1/27/1986
60913,s0001,11/12/1957,Kagan,Motley,M,1/27/1986
65952,e0003,12/28/1953,Debaprosad,Vesna,F,1/27/1986
21915,e0003,11/12/1953,Kitty,Erie,M,1/27/1986
288040,e0003,5/12/1964,Gou,Ranft,F,1/27/1986
441849,e0003,4/15/1957,Khalil,Msuda,F,1/27/1986
58788,e0003,12/21/1953,Shmuel,Anger,M,1/27/1986
436085,s0001,4/27/1957,Jiann,Akazan,M,1/27/1986
286571,e0003,1/12/1960,Irena,Genther,F,1/27/1986
222563,s0001,12/15/1959,Radhakrishnan,Angelov,F,1/27/1986
425183,e0003,11/12/1963,Irena,Puppe,M,1/28/1986
244216,e0003,1/15/1959,Kirk,Antonisse,F,1/28/1986
462499,s0002,12/18/1959,Mark,Assaf,M,1/28/1986
218947,s0001,10/4/1961,Claude,Pews,M,1/28/1986
498265,e0003,3/29/1954,Kirk,Ranai,M,1/28/1986
480873,e0003,2/18/1958,Akeel,Weedon,M,1/28/1986
237790,e0004,10/10/1955,Yannik,Bierbaum,F,1/28/1986
239006,s0001,8/6/1963,Danil,Perna,M,1/28/1986
492170,s0001,9/3/1955,Sakthirel,Ushiama,M,1/28/1986
449363,e0003,12/29/1952,Marco,Schahn,M,1/28/1986
401392,e0003,12/10/1961,Danai,Zastre,F,1/28/1986
452314,e0003,10/26/1961,Gao,Naudin,M,1/28/1986
281880,e0002,8/28/1960,Duke,Randi,M,1/28/1986
287715,e0003,1/23/1960,Ferdinand,Simmel,M,1/28/1986
416452,s0001,4/14/1954,Venkatesan,Malabarba,F,1/28/1986
77924,e0004,5/13/1963,Navid,Plotkin,F,1/28/1986
212279,s0001,2/14/1963,Yuchang,Emden,F,1/28/1986
243006,e0003,11/12/1963,Abdelghani,Sankaranarayanan,F,1/28/1986
443073,e0002,11/6/1959,Nalini,Vendrig,F,1/28/1986
40424,e0004,5/8/1953,Niteen,Ghazalie,M,1/28/1986
32899,s0001,10/14/1960,Heather,Lampe,M,1/28/1986
21249,s0001,3/24/1964,Steen,Schueller,F,1/28/1986
41836,e0003,11/26/1954,Akhilish,Passino,F,1/28/1986
48899,s0001,11/21/1962,Vishu,Seiwald,F,1/28/1986
